4457,4405,50070008100000110070000000,500700-81.-11-7,500700,81.-11-7,"",29511,843098,887621,-76.4989,42.4361,50070008100000110070000000002,500700,590,1152,317,CAYUGA ST S,0.121565171487809,49,115,411,411,Apartment,38100,240000,411,0,0103000020D50800000100000007000000B1FB445F46BA2941E3ADF4FFB6162B41F47BA4DC48BA2941D410FB2256162B419F11850688BA2941F3992F0659162B419F11850688BA2941BF30606153162B41F0A63B0515BB294133BA944456162B41B17967602DBB294141578E21B7162B41B1FB445F46BA2941E3ADF4FFB6162B41,201900
4464,4412,50070008200000030140000000,500700-82.-3-14,500700,82.-3-14,"",29518,844556,887577,-76.4935,42.436,50070008200000030140000000002,500700,466,564,224,COLUMBIA ST,0.188706332809949,66,124,210,210,1 family,15200,115000,210,0,0103000020D5080000010000000500000051EB49FCCEC52941E22D89F9AB162B41E54CB2BBDCC529413B17E3A5B3152B41404409DA60C629418E891881B8152B41ADE2A01A53C62941B9748BE5B0162B4151EB49FCCEC52941E22D89F9AB162B41,99800
4470,4418,50070008700000010160420000,500700-87.-1-16.42,500700,87.-1-16.42,"",29524,848459,887574,-76.479,42.436,50070008700000010160420000002,500700,628,1018,247,VALLEY RD,0.302182025999062,115,113,210,210,1 family,30000,179000,210,0,0103000020D5080000010000000B0000007FF505C00FE429418EB45562AB162B4190A7430245E429412E4666DCF1152B41D4CF5C7B8DE42941AEB3EF3C60152B4179E10B22E2E42941C2721979BA152B419ECC7CFAE7E4294169DE5098C3152B41D499D1BFF2E42941633C8C3FD5152B413ECD1F45F8E42941BB436108E7152B41158B35DEFAE42941FB5C023EF7152B4190B4377DFAE429415F140C3E0C162B414A091766F3E429418EB45562AB162B417FF505C00FE429418EB45562AB162B41,149000
4471,4419,50070008100000100070000000,500700-81.-10-7,500700,81.-10-7,"",29525,843252,887580,-76.4983,42.436,50070008100000100070000000002,500700,488,216,124,SPENCER ST E,0.116099939726709,56,95,411,411,Apartment,37100,110000,411,0,0103000020D5080000010000000500000021E78B808DBB2941A442B86734162B41A4BD899B07BC29416CE52561D5152B413D95387C4FBC2941E154E77A2B162B413070FF83ACBB2941B7ED2123AA162B4121E78B808DBB2941A442B86734162B41,72900
4487,4434,50070007600000020030000000,500700-76.-2-3,500700,76.-2-3,"",29539,836174,887446,-76.5245,42.4357,50070007600000020030000000002,500700,638,702,415,ELM ST,2.37503684510189,0,0,210,210,1 family,29200,200000,210,0,0103000020D50800000100000008000000B19E34FD60832941D1756E3972162B41D3C127A669832941782912B9AA152B41DD80FC397183294106E25C3A00152B4106C1EF4580832941FEA76407C5132B41FB5B94E2D0852941860A70A3DD132B418B943263C885294123BD2C8075152B4174AD36DBBA852941BB087DB991162B41B19E34FD60832941D1756E3972162B41,170800
4492,4439,50070007700000050010000000,500700-77.-5-1,500700,77.-5-1,"",29545,837789,887547,-76.5185,42.436,50070007700000050010000000002,500700,466,685,301,FLORAL AVE,0.0934411953466668,138,28,311,311,Res vac land,6000,6000,311,0,0103000020D5080000010000000500000063890EDCE49029417A3D35E087152B419ECEA01D1891294114FFC11D6C152B411743FE189B912941660F41C27E162B413A0FA25E5E9129418418A7F87D162B4163890EDCE49029417A3D35E087152B41,0
4499,4446,50070008000000080120000000,500700-80.-8-12,500700,80.-8-12,"",29552,842367,887574,-76.5016,42.436,50070008000000080120000000002,500700,862,299,319,ALBANY ST S,0.152275589266411,66,100,230,230,3 family,16900,150000,230,0,0103000020D508000001000000060000000B0BB81E97B42941F005047F69162B41A9CEC0FD9BB42941AD8593FFE4152B41A41F012564B52941B39A6440EE152B41F072056363B529419A9F0B420B162B41BFC2B0005FB52941301F085B72162B410B0BB81E97B42941F005047F69162B41,133100
4501,4448,50070008400000060070000000,500700-84.-6-7,500700,84.-6-7,"",29554,847149,887525,-76.4839,42.4359,50070008400000060070000000002,500700,100,133,948-50,STATE ST E,0.304876531197364,100,133,210,210,1 family,31300,145000,210,0,0103000020D5080000010000000600000070D997DCB9D9294130E74268A5152B41DB0F075C53DA29410FFE9F9D22152B41B9701BC5FCDA2941F02CFF59F0152B41E2A02C5AF3DA2941079403DEF9152B417E61143F64DA2941B47306BF6E162B4170D997DCB9D9294130E74268A5152B41,113700
4503,4450,50070007700000060020000000,500700-77.-6-2,500700,77.-6-2,"",29556,838068,887467,-76.5175,42.4357,50070007700000060020000000002,500700,0,0,"",CHERRY ST,0.336540715425667,0,0,330,330,Vacant comm,15000,15000,330,0,0103000020D508000001000000200000003A8AD663E2922941AE7BC7A39A142B41C828AF1DC3932941CD11849877142B415D960BE492932941E4CE02DF66162B41A60C9826FA922941B6F62D7B09152B41A60C9826FA922941DD285F2605152B41A60C9826FA922941F081902501152B419DB006FDF992294104DBC124FD142B415F7350E1F99229411734F323F9142B416EDA089CF99229412A8D2423F5142B41E9030B3BF99229413EE65522F1142B41BA2D0DDAF8922941513F8721ED142B4135570F79F89229416698B820E9142B41C8435BFCF792294179F1E91FE5142B410430A77FF792294195F3B440E1142B418EC061D9F6922941A94CE63FDD142B41A4324125F69229411B4FB160D9142B412FC3FB7EF59229412FA8E25FD5142B413CD949A1F49229414BAAAD80D1142B414AEF97C3F39229415E03DF7FCD142B415705E6E5F29229417B05AAA0C9142B41B2BFA2DEF1922941ED0775C1C5142B4181983AE5F09229410A0A40E2C1142B419E1541C2EF92294185B5A424BE142B416592479FEE922941A1B76F45BA142B4143D29760ED9229411C63D487B6142B41CC11E821EC922941B590D297B2142B41A2F5A6B9EA922941DB3B37DAAE142B4142F8405FE992294156E79B1CAB142B41DA9E49DBE7922941D192005FA7142B413B642D65E692294155E7FEC2A3142B4195CD7FC5E49229417B926305A0142B413A8AD663E2922941AE7BC7A39A142B41,0
4505,4452,50070008900000010010000000,500700-89.-1-1,500700,89.-1-1,"",29558,845630,887540,-76.4895,42.4359,50070008900000010010000000002,500700,622,632,215,GILES ST,0.105497050895947,95,47,220,220,2 family,17900,115000,220,0,0103000020D508000001000000080000002134EEE13ACE2941C1510B9A0A162B41E958AEBA7FCE2941B9635E2772152B4167365E5C87CE294109CF21E05D152B415BF67885AFCE2941336EE6DDBA152B417D2D3C5BADCE2941750169C4F7152B41EF411ABDD9CE2941E7767A801D162B413F65A27BBBCE29410C0832465E162B412134EEE13ACE2941C1510B9A0A162B41,97100
4515,4462,50070008100000070150000000,500700-81.-7-15,500700,81.-7-15,"",29569,844035,887528,-76.4954,42.4359,50070008100000070150000000002,500700,509,943,416,AURORA ST S,0.22553331963817,65,140,210,210,1 family,15900,145000,210,0,0103000020D50800000100000009000000566706A579C12941ABE4191A2A162B4199E765227CC12941E8B1988281152B41C5207DC2D1C12941E7AA9AC685152B41C45123E194C229417CC49EA28E152B41268E1A0290C229418646DA420F162B41315ADA3DCEC1294145A609FE06162B41315ADA3DCEC12941CBF41A662C162B41B66275A48CC12941B48DB33B2A162B41566706A579C12941ABE4191A2A162B41,129100
4516,4463,50070008100000060050000000,500700-81.-6-5,500700,81.-6-5,"",29570,844233,887536,-76.4947,42.4359,50070008100000060050000000002,500700,488,831,417,AURORA ST S,0.204531132035178,67,132,210,210,1 family,15800,76000,210,0,0103000020D50800000100000005000000B67A663F09C32941611BE1061E162B417FAB1A1F10C32941C4863CA097152B418C9AC85B18C42941739B0DE1A0152B413A2AC4BA12C429410887182627162B41B67A663F09C32941611BE1061E162B41,60200
4519,4466,50070008000000030140000000,500700-80.-3-14,500700,80.-3-14,"",29574,841430,887478,-76.5051,42.4357,50070008000000030140000000002,500700,823,240,316,CENTER ST,0.267545166185475,66,175,220,220,2 family,21800,90000,220,0,0103000020D50800000100000005000000CC1E975B61AD2941BCB644FD17162B4164C3A87C71AD2941586EA238B9142B41BA0043A2F6AD294165257285BF142B4130727FA3E5AD2941F9C8ADC31D162B41CC1E975B61AD2941BCB644FD17162B41,68200
4523,4470,50070007900000070060000000,500700-79.-7-6,500700,79.-7-6,"",29578,841277,887470,-76.5056,42.4357,50070007900000070060000000002,500700,653,135,326,CENTER ST,0.134079711126575,33,175,220,220,2 family,13000,50000,220,0,0103000020D508000001000000050000004152397D51AC29414934717C09162B4167A0EDBF5EAC29415F90353EAB142B4148A0DF44A1AC2941DCC20343AE142B41B68FE11D94AC2941CF0FD9A20C162B414152397D51AC29414934717C09162B41,37000
4524,4471,50070007900000070070000000,500700-79.-7-7,500700,79.-7-7,"",29579,841244,887469,-76.5057,42.4357,50070007900000070070000000002,500700,641,729,328,CENTER ST,0.132816064576314,33,175,210,210,1 family,13000,50000,210,0,0103000020D5080000010000000500000015FF42BA0FAC2941D4AA3C9906162B41B576F99B1CAC2941375E6739A8142B4167A0EDBF5EAC29415F90353EAB142B414152397D51AC29414934717C09162B4115FF42BA0FAC2941D4AA3C9906162B41,37000
4546,4493,50070008700000010080000000,500700-87.-1-8,500700,87.-1-8,"",29601,847890,887429,-76.4811,42.4356,50070008700000010080000000002,500700,657,199,221-25,VALLEY RD,0.388679765212703,125,135,210,210,1 family,33800,190000,210,0,0103000020D508000001000000050000002D8B77A67ADF2941806CB39D4C152B41C02B71E6FBDF2941D34065FC34142B41BA196EA3BCE02941B70AEEFBED142B41C1E30C595AE02941B0A0B4E2BD152B412D8B77A67ADF2941806CB39D4C152B41,156200
4556,4503,50070007900000060130000000,500700-79.-6-13,500700,79.-6-13,"",29611,840965,887430,-76.5068,42.4356,50070007900000060130000000002,500700,619,1096,408,CENTER ST,0.110644054717108,40,120,210,210,1 family,13200,80000,210,0,0103000020D50800000100000005000000DD566481DCA92941233D988680152B41157523DFE7A929418D6B29FE90142B410651EA5A38AA2941AA6D917894142B41601F77802CAA2941073BCD6584152B41DD566481DCA92941233D988680152B41,66800
4562,4509,50070007900000060160000000,500700-79.-6-16,500700,79.-6-16,"",29617,840850,887450,-76.5072,42.4357,50070007900000060160000000002,500700,623,583,514,TITUS AVE,0.123355059662876,141,72,220,220,2 family,18500,90000,220,0,0103000020D508000001000000040000009E6CDC5A9AA82941D04AF7A470152B413E787CC571A929415F90353EAB142B416F041F8468A9294160CF95467B152B419E6CDC5A9AA82941D04AF7A470152B41,71500
4567,4514,50070009100000020010000000,500700-91.-2-1,500700,91.-2-1,"",29623,844839,887435,-76.4924,42.4356,50070009100000020010000000002,500700,0,0,301,COLUMBIA ST,0.140632142677159,61,101,210,210,1 family,12900,110000,210,0,0103000020D5080000010000000600000079521979FEC72941E3CA237FF3142B41AB65B1450AC82941DE490A5FBC142B41234F2B7D9BC8294108837379C2142B415301773A8EC829418FAAC3B96F152B41125A6E0416C8294102AD8EDA6B152B4179521979FEC72941E3CA237FF3142B41,97100
4568,4515,50070008000000080100000000,500700-80.-8-10,500700,80.-8-10,"",29624,842372,887440,-76.5016,42.4356,50070008000000080100000000002,500700,510,387,327,ALBANY ST S,0.158594922729846,68,100,210,210,1 family,17000,158000,210,0,0103000020D508000001000000060000005E5513C1A0B42941C005238060152B4181EF1901A6B42941DC354ADED7142B41B1217F1A6EB52941776A805DDE142B41E779B7A36AB52941733515A442152B4109B17A7968B52941FE1E275C69152B415E5513C1A0B42941C005238060152B41,141000
4574,4521,50070009100000010030000000,500700-91.-1-3,500700,91.-1-3,"",29630,844629,887397,-76.4932,42.4355,50070009100000010030000000002,500700,643,1118,225,COLUMBIA ST,0.22104500209259,66,144,210,210,1 family,16200,86000,210,0,0103000020D50800000100000007000000B6B34E8061C62941D565523B58152B41037C6FFA6EC6294181CECC7A37142B416720C2DAF3C62941E71902023C142B4173E5A564F2C629414636E2BE65142B41AB8E4886EFC6294117CE9740A2142B410DF1E8A5E6C62941D35E547F5C152B41B6B34E8061C62941D565523B58152B41,69800
4577,4524,50070009100000010010000000,500700-91.-1-1,500700,91.-1-1,"",29633,844503,887393,-76.4937,42.4355,50070009100000010010000000002,500700,735,4,217,COLUMBIA ST,0.251622628671778,76,142,220,220,2 family,17300,84000,220,0,0103000020D50800000100000007000000CCD5BA1A5BC529412EFA1A1C4F152B4127A250E560C52941153AE01FD0142B4120A9022668C52941B2B095032F142B41918B4382D6C52941370531C132142B41AE16357BFFC529416D75FE2134142B41174C7A5BF3C529416B0C84E254152B41CCD5BA1A5BC529412EFA1A1C4F152B41,66700
4579,4526,50070009600000010010000000,500700-96.-1-1,500700,96.-1-1,"",29635,837632,887231,-76.5191,42.4351,50070009600000010010000000002,500700,466,766,311,FLORAL AVE,0.371565022187091,464,35,650,650,Governmnt,60000,60000,650,0,0103000020D50800000100000010000000EEBE5864178F29417247046117122B41D10FB5815A8F294187348ADAEC112B41FBAFFDFB0D902941A2B32D3F4E132B41EFE4346144902941A82EF7BCB5132B41F7DB8BC54E9029419147C1E5AF132B41EB89CD1C709029410A52AC42F1132B41767FC23B659029413FBB7BE7F6132B41715ED422829029412E5C979F32142B419621A5A19D902941536D80B86F142B41D27422FFFA902941E9D2A66131152B41D0B289E0C890294161634D674D152B41CFE8149C63902941D3A6C0DF8B142B41F678485B47902941730AD8C24F142B4142337EB92A902941083E891B14142B4155C200F9C68F294102E4CD7C5C132B41EEBE5864178F29417247046117122B41,0
4580,4527,50070008700000010060000000,500700-87.-1-6,500700,87.-1-6,"",29636,847762,887351,-76.4816,42.4354,50070008700000010060000000002,500700,657,345,217,VALLEY RD,0.701409333408537,134,227,220,220,2 family,39700,180000,220,0,0103000020D50800000100000008000000E9F614FE51DE2941C8B7C8F9BF132B41B734E783C0DE2941F07DB1C58D132B41C02B71E6FBDF2941D34065FC34142B412D8B77A67ADF2941806CB39D4C152B4178AFCCDA1EDF294189A2062423152B4158FD07FECDDE29418414C8980A152B41A333360479DE29418414C8980A152B41E9F614FE51DE2941C8B7C8F9BF132B41,140300
4583,4530,50070009200000060030000000,500700-92.-6-3,500700,92.-6-3,"",29639,844336,887386,-76.4943,42.4355,50070009200000060030000000002,500700,653,458,209,COLUMBIA ST,0.143887381746012,43,145,411,411,Apartment,15700,150000,411,0,0103000020D50800000100000006000000C7F521252FC42941AEC014A841152B41E20DEE3C38C4294134FE5BF820142B419036B87B4EC429415180F5C520142B41D906B51B8FC4294132F75D3C25142B4186BC597985C429418815B06545152B41C7F521252FC42941AEC014A841152B41,134300
4594,4541,50070009200000050020000000,500700-92.-5-2,500700,92.-5-2,"",29650,843888,887363,-76.4959,42.4354,50070009200000050020000000002,500700,760,217,119,COLUMBIA ST,0.180454127231322,50,148,210,210,1 family,13800,89000,210,0,0103000020D508000001000000050000008C51FEA3A7C02941B25B04381E152B41C46FBD01B3C029414C7F0DF9E5132B41E1B6382317C12941ABA875C7E9132B419B822BA30CC12941BB846C0622152B418C51FEA3A7C02941B25B04381E152B41,75200
4602,4549,50070008700000010250000000,500700-87.-1-25,500700,87.-1-25,"",29657,847360,887355,-76.4831,42.4354,50070008700000010250000000002,500700,751,150,962,STATE ST E,0.172047144680988,50,150,210,210,1 family,24900,130000,210,0,0103000020D50800000100000005000000F1CD6BA37BDB29415DB7F66523142B4106A97324C7DB294188110BB9E0132B411F7DC91E85DC29410A0ADD3BC9142B41ABA45B4338DC29414EA4FA3709152B41F1CD6BA37BDB29415DB7F66523142B41,105100
4604,4551,50070007600000020020030000,500700-76.-2-2.3,500700,76.-2-2.3,"",29659,835964,887364,-76.5253,42.4355,50070007600000020020030000002,500700,824,271,5,ELMCREST CIR,0.310972307027391,53,112,210,210,1 family,9900,105000,210,0,0103000020D50800000100000009000000A1DF0240768229417EAD214280142B41B19E34FD6083294140CF3B68DB132B41ACE4770462832941B45E97FAC3132B4106C1EF4580832941FEA76407C5132B41DD80FC397183294106E25C3A00152B416B5F2A5D8F822941BA91F417FC142B4147EBCC1B8682294103756641A6142B41B5ECA7C67F8229418ADDC17F8E142B41A1DF0240768229417EAD214280142B41,95100
4609,4556,50070009300000020020000000,500700-93.-2-2,500700,93.-2-2,"",29664,842474,887377,-76.5012,42.4355,50070009300000020020000000002,500700,620,296,330,GENEVA ST S,0.152701605547502,66,100,210,210,1 family,16900,120000,210,0,0103000020D50800000100000005000000B1217F1A6EB52941776A805DDE142B415841192373B52941623810865A142B410D4A7C9D3BB62941BF5A7A9862142B410A1FBB0337B629411ED6B77CE7142B41B1217F1A6EB52941776A805DDE142B41,103100
4625,4569,50070009100000020050020000,500700-91.-2-5.2,500700,91.-2-5.2,"",29679,845025,887291,-76.4917,42.4352,50070009100000020050020000002,500700,777,267,104-10,COTTAGE PL,0.504383359733526,162,108,311,311,Res vac land,21200,21200,311,0,0103000020D50800000100000009000000F04A7E8633C9294166C6B1B76B142B4129693DE43EC92941E39F4944F9132B412ADE59204DC92941AFDD43277E132B410536687E97C929413EEF617A50132B4121BC74206FCA294155D6D10465132B41FADEC47E67CA2941E03FDB5C79132B41B62BC8412DCA2941FB4BD57FB8142B41469CE8D8ADC929414DBED0A7AE142B41F04A7E8633C9294166C6B1B76B142B41,0
4626,4570,50070008600000010030000000,500700-86.-1-3,500700,86.-1-3,"",29680,848637,887315,-76.4784,42.4353,50070008600000010030000000002,500700,887,231,42,CORNELL ST,0.750107248698409,125,246,210,210,1 family,39600,185000,210,0,0103000020D5080000010000000800000077948F3FBEE42941E77F5DE592142B41AEA4633B19E529418A98D721E0132B4198DC34464EE52941796D76C67C132B416A31F838CCE529417037C099AD132B41CB406A6305E72941BD0794C2BC132B4146F54FC6F6E629412485A140B7142B41D7C49259F7E42941C2D4F8A296142B4177948F3FBEE42941E77F5DE592142B41,145400
4628,4572,50070009100000010050000000,500700-91.-1-5,500700,91.-1-5,"",29682,844708,887364,-76.4929,42.4354,50070009100000010050000000002,500700,614,999,408,HUDSON ST,0.0622879228237297,32,81,280,280,Multiple res,10600,145000,280,0,0103000020D50800000100000005000000AB8E4886EFC6294117CE9740A2142B4173E5A564F2C629414636E2BE65142B4194B2491EA9C729416F6F4BD96B142B4172A326A295C72941EE9468D9AA142B41AB8E4886EFC6294117CE9740A2142B41,134400
4629,4573,50070009700000010010000000,500700-97.-1-1,500700,97.-1-1,"",29683,837334,887249,-76.5202,42.4351,50070009700000010010000000002,500700,0,0,324-30,FLORAL AVE,0.714398733012913,133,300,330,330,Vacant comm,30000,30000,330,0,0103000020D5080000010000007900000011D524DABF8C2941D8FC3978D7132B410CC15D3AC38E2941DDF9DF3EA6122B41C137CE40298F294117BD6A8263132B41282E825A238F294187B837E763132B41B8EF0C441E8F29416B369E1964132B411FE6C05D188F29417D88D15C64132B417158BC590C8F2941E4DA04A064132B415BD4033C068F294174DF373B64132B41E72C3CC5028F294187B837E763132B418D60A6FAFC8E29410E14D16063132B416BC69FBAF78E2941A6C19D1D63132B4117053181F18E29410E14D16063132B417EFBE49AEB8E2941756604A463132B412A3A7661E58E294187B837E763132B41CE1C76FEDE8E29416B369E1964132B4130596D1FDA8E29417D88D15C64132B4188E8687ED48E2941E4DA04A064132B41F73AAEC1CE8E29415E7F6B2665132B4120F4ABBFC88E29414BA66B7A65132B41CE83A71EC38E2941B2F89EBD65132B4165505999BD8E2941C44AD20066132B41F511E482B88E29412C9D054466132B4110B5935EB38E294135469F6566132B41269E8641AF8E294123F46B2266132B414F57843FA98E2941BBA138DF65132B41EDA570E29F8E2941BBA138DF65132B414FE267039B8E294123F46B2266132B4123ECCF99958E294135469F6566132B41AE6AB1218E8E2941801639DB66132B41BAA6A842898E2941F111064067132B41A7735ABD838E29416BB66CC667132B4184D9537D7E8E2941D181D3A068132B417C6BE981778E294122ED6D666A132B41C2A1ED5C708E2941B57F08806C132B41EB5AEB5A6A8E294105EBA2456E132B41212A377B638E2941AACF70A270132B412D662E9C5E8E2941460BA5DD72132B4142FEB6E6598E294108720C0875132B412ECB6861548E2941B5FF738677132B41FD40BDFD4B8E2941671B43837C132B415016FC63478E29412A8945C381132B4102E9A024448E2941A634475F85132B416BB9AB3F428E29410D807CE689132B41C422FE9F408E2941E54D4B3B8E132B415CC9061C3F8E2941A8BB4D7B93132B41B0789C833E8E29417F02506798132B41EFB5529F3E8E2941C9CBEB209D132B41DF4E9AE43E8E2941FD34BBC5A2132B415CC9061C3F8E29411F4C5727A8132B41E19F047D3F8E294140DC2620AE132B4194FB95A63F8E2941FBA08F3EB3132B41107602DE3F8E2941BE0E927EB8132B41D2384CC23F8E294123D3FA9CBD132B41A3624E613F8E29414E933020C3132B41A3624E613F8E294112013360C8132B415CC9061C3F8E29413CC168E3CD132B415CC9061C3F8E29419B6A9F5ED5132B412BA29E223E8E2941C72AD5E1DA132B410F9CABDC3B8E2941B14AD779DF132B41176F509D388E294111743F48E3132B41087FAB79358E294195C8DA05E7132B4140284E9B328E2941773F437CEB132B41D13A431D2E8E294179C6AC3EF2132B4129532BE52B8E29413FBB7BE7F6132B4153E67FE4298E29412032E45DFB132B41EB8C8860288E29417C4DB35A00142B41080A8F3D278E294136121C7905142B41520C29E3258E2941F97F1EB90A142B41BADC33FE238E2941BDED20F90F142B41ACEC8EDA208E29417939568014142B413DFF835C1C8E29416E89BEA218142B4190D4C2C2178E29418D12F3851B142B41304E70FF128E2941CAA48D9F1D142B41B3F9ACC60E8E2941D7DB8E3F20142B41671DBC1F0C8E29414ADEF6B923142B419EEC0740058E2941D962955B2E142B4106BD125B038E29419F57640433142B415ED5FA22018E2941579500BA38142B41967E9D44FE8D2941BEE035413D142B41D3E1FC5EFA8D2941398C37DD40142B4165455C79F68D2941F5D76C6445142B416CC796A1F28D2941E0F76EFC49142B41FED98B23EE8D2941326AA4D74E142B41B566EDDCE98D294191930CA652142B41083C2C43E58D29413F21742455142B41F408DEBDDF8D2941E405428157142B4155F46A46DA8D2941804176BC59142B41335A6406D58D29413778775C5C142B41CB778019D08D294111CD121A60142B410EE606C5CB8D2941AAFAAD8363142B411C73687EC78D2941B5AAE2BA66142B416F48A7E4C28D29413AFF7D786A142B416E6E50E3BE8D29419928E6466E142B417641F5A3BB8D2941AD81B49F71142B4129149A64B88D2941282DB63B75142B41298BADFBB48D294114D4843C79142B41900A4E7EB28D294168CD86807D142B41DC5D52BCB18D2941CF18BC0782142B41E4B9E3E5B18D294118E257C186142B41F9DA5899B08D2941FCDF8CA08A142B413C49DF44AC8D2941AA6DF41E8D142B411B00439DA78D2941E7FF8E388F142B41954FEE3AA38D29412FC28FDC90142B41E7242DA19E8D294164325D3D92142B41874D7045998D2941A34BC4BF93142B4127C71D82948D2941EB0DC56395142B41340315A38F8D29411FF7C55B97142B410353C0408B8D294167B9C6FF98142B419465B5C2868D2941472994609A142B41EE451BBA818D2941A44B61199B142B413A8746267A8D2941F63DC8479C142B419467AC1D758D2941536095009D142B416266ED22708D2941CD04FC869D142B4102E09A5F6B8D2941B08262B99D142B410E1C9280668D2941C2D495FC9D142B4198D2F5D8618D2941C2D495FC9D142B412251D7605A8D294165B2C8439D142B411F9F20B9408D294151D9C8979D142B41038754A1378D29410C9E945C9B142B4124D2E7A32A8D2941B7A4921897142B4111D524DABF8C2941D8FC3978D7132B41,0
4630,4574,50070009200000030060000000,500700-92.-3-6,500700,92.-3-6,"",29684,843373,887333,-76.4979,42.4353,50070009200000030060000000002,500700,494,599,210,SOUTH HILL TERR,0.123498787656218,45,118,210,210,1 family,11200,150000,210,0,0103000020D5080000010000000600000051C8860155BC29416A61DBFA56142B41939C47E639BD294197CF751BEA132B4103748BDC5ABD2941E8209D173F142B41A9FF3B5C95BC29417B1295589C142B411CBDCA5A7CBC294137EBBDF785142B4151C8860155BC29416A61DBFA56142B41,138800
4635,4579,50070007600000020020050000,500700-76.-2-2.5,500700,76.-2-2.5,"",29690,835809,887295,-76.5259,42.4353,50070007600000020020050000002,500700,806,2,9,ELMCREST CIR,0.215976686317788,38,142,210,210,1 family,7700,115000,210,0,0103000020D5080000010000000800000042B4E4C2148129410CF32528AC132B41570F06A0358229410F7A2C44BA132B418DDE51C02E822941B3A347A563142B41A70EDCBA098229411F847FC06D142B411C2FAE23F88129417C26B87F79142B415FB104FCE881294180B4BC5783142B4181F19ADE148129411E3897A6C3132B4142B4E4C2148129410CF32528AC132B41,107300
4641,4585,50070009300000010080000000,500700-93.-1-8,500700,93.-1-8,"",29696,842090,887302,-76.5026,42.4353,50070009300000010080000000002,500700,713,236,111,CENTER ST,0.11302311458136,49,100,210,210,1 family,14600,105000,210,0,0103000020D5080000010000000500000077133C7D9FB2294126A64C796E142B41E7DA9DFCA7B2294179E0BC61A6132B419977B7010AB329418490F198A9132B41FB2AC2B901B3294185CFB44772142B4177133C7D9FB2294126A64C796E142B41,90400
4644,4588,50070009100000010060000000,500700-91.-1-6,500700,91.-1-6,"",29699,844713,887334,-76.4929,42.4353,50070009100000010060000000002,500700,713,95,410,HUDSON ST,0.0626102788411336,28,79,220,220,2 family,5900,109000,220,0,0103000020D5080000010000000800000073E5A564F2C629414636E2BE65142B416720C2DAF3C62941E71902023C142B416720C2DAF3C62941F1C9FC8530142B415738F9DC23C72941DAE2630832142B41DDCE980168C72941F8EB2CE529142B41EB27665AB7C72941DCE9FE1D35142B4194B2491EA9C729416F6F4BD96B142B4173E5A564F2C629414636E2BE65142B41,103100
4649,4593,50070009300000010040000000,500700-93.-1-4,500700,93.-1-4,"",29704,841901,887284,-76.5033,42.4352,50070009300000010040000000002,500700,625,580,207,CENTER ST,0.0866358204052398,31,120,210,210,1 family,10400,90000,210,0,0103000020D50800000100000005000000794ABE1F35B12941BD53DF825F142B419DBE1B613EB12941CA5FA3416F132B410775713E7CB1294107F23D5B71132B4192F352C674B12941FAE5799C61142B41794ABE1F35B12941BD53DF825F142B41,79600
4650,4594,50070009300000010030000000,500700-93.-1-3,500700,93.-1-3,"",29705,841891,887218,-76.5033,42.435,50070009300000010030000000002,500700,624,678,211,CENTER ST,0.353661146015009,64,208,210,210,1 family,22400,140000,210,0,0103000020D5080000010000000D000000C92CBE02B5B02941804176BC59142B4139F41F82BDB02941DA2A6DC268132B417287FB1BD7B02941DA2A6DC268132B41C0B4565BDAB029419FB9E08716132B410A914702DDB02941B098937CDE122B41B71061A438B129410C3B2FE2E2122B41A1CD306294B129415604CB9BE7122B41FFD4693DB7B12941FBE898F8E9122B41736A58E2B3B12941C958A58573132B410775713E7CB1294107F23D5B71132B419DBE1B613EB12941CA5FA3416F132B41794ABE1F35B12941BD53DF825F142B41C92CBE02B5B02941804176BC59142B41,117600
4651,4595,50070009300000020100000000,500700-93.-2-10,500700,93.-2-10,"",29706,842377,887300,-76.5015,42.4353,50070009300000020100000000002,500700,768,49,405,ALBANY ST S,0.18020921576562,79,102,411,411,Apartment,18500,275000,411,0,0103000020D50800000100000006000000B29F6E63AAB429415FB1A6C353142B41307D1E05B2B429412B7CF764B6132B416DC5D14079B5294194CEC701BE132B41B7C76BE677B52941359F3884D4132B415841192373B52941623810865A142B41B29F6E63AAB429415FB1A6C353142B41,256500
4655,4599,50070009200000050130000000,500700-92.-5-13,500700,92.-5-13,"",29710,843675,887310,-76.4967,42.4353,50070009200000050130000000002,500700,876,311,405,TURNER PL,0.139050390516166,50,120,210,210,1 family,12500,103000,210,0,0103000020D50800000100000005000000B44E3FC1BBBE29410088A19B48142B41C33EE4E4BEBE29410FED72DFE3132B41AB4418A4AFBF2941CC3845C0EF132B4126E52DDAABBF29415581403954142B41B44E3FC1BBBE29410088A19B48142B41,90500
